parameter_index,attack_params,norm_linf,norm_l2,norm_l0,clip,pct_change_linf,pct_change_l2,pct_change_l0,accuracy,precision,recall,f1
0,{'eps': 0.0024},0.0074935015,0.069405936,605.44257,0.4182617896274014,0.9430375850304672,2.8819735943293026,211.69320486642263,0.9915966386554622,0.9917081876998588,0.9915966386554622,0.9915771460494102
1,{'eps': 0.0095},0.014527225,0.23443133,605.44257,0.43089452222095914,1.8282132948472472,9.734396424134125,211.69320486642263,0.9869281045751634,0.9871960497229638,0.9869281045751634,0.9868799575856108
2,{'eps': 0.0196},0.0245329,0.46598336,605.44257,0.44763711936387457,3.087401261293077,19.349234733022804,211.69320486642263,0.8795518207282913,0.8965878629066485,0.8795518207282913,0.8737445425483149
