parameter_index,attack_params,norm_linf,norm_l2,norm_l0,clip,pct_change_linf,pct_change_l2,pct_change_l0,accuracy,precision,recall,f1
0,{'eps': 0.0065},0.012377065,0.09991165,214.82542,0.17057252888318356,1.270867057948707,3.088192700982421,133.43194049337635,0.9255455712451861,0.9186039664276116,0.9255455712451861,0.9213622150784778
1,{'eps': 0.0232},0.028773164,0.3363159,214.82542,0.19090115532734275,2.9544054037926615,10.395267036725233,133.43194049337635,0.883183568677792,0.8960615821855364,0.883183568677792,0.8877953020554364
2,{'eps': 0.0477},0.052913915,0.6774783,214.82542,0.21741720154043645,5.4331583223425515,20.94033608887537,133.43194049337635,0.7432605905006419,0.7945072721228049,0.7432605905006419,0.7654940083970027
