parameter_index,attack_params,norm_linf,norm_l2,norm_l0,clip,pct_change_linf,pct_change_l2,pct_change_l0,accuracy,precision,recall,f1
0,{'eps': 0.0076},0.00768035,0.04641559,38.378677,0.25328132618235005,0.8520399126039262,3.578882757136079,213.21487426757812,0.8088737201365188,0.7830909554174146,0.8088737201365188,0.7843457858556869
1,{'eps': 0.0255},0.025576776,0.15439405,38.378677,0.268223630749228,2.8374271933574486,11.904581846812986,213.21487426757812,0.7227368763204941,0.7167175743863755,0.7227368763204941,0.7058836954855422
2,{'eps': 0.0514},0.05147257,0.3082161,38.378677,0.28952705997074596,5.710245597712904,23.76505983675254,213.21487426757812,0.4882171298553551,0.5656452310756195,0.4882171298553551,0.47925072404524416
