parameter_index,attack_params,norm_linf,norm_l2,norm_l0,clip,pct_change_linf,pct_change_l2,pct_change_l0,accuracy,precision,recall,f1
0,"{'theta': 0.0054, 'gamma': 0.1}",0.010425147,0.065614745,97.32773,0.661356877124766,1.3119774647790128,2.7245502942763378,34.03067422079873,0.9915966386554622,0.9917081876998588,0.9915966386554622,0.9915771460494102
1,"{'theta': 0.0236, 'gamma': 0.1}",0.028319273,0.24320914,97.31092,0.6579815415586977,3.563906519781346,10.098881428168358,34.0247974529133,0.9906629318394025,0.9908004438888958,0.9906629318394025,0.9906387672230992
2,"{'theta': 0.0506, 'gamma': 0.1}",0.054866873,0.4849836,89.658264,0.6554291505016853,6.904852551847901,20.138189841650124,31.349043412642047,0.7329598506069094,0.8294152150689549,0.7329598506069094,0.7330217775490724
