DM_Ratios,Stats_Ratios
0.006738295073692855,0.08747862203079604
0.006310736702595057,0.08054462126444524
0.006050725449445442,0.07267609796839077
0.0036012277342599534,0.05946314755675056
0.005301512370621893,0.0707349598957948
0.006005971441817488,0.0957560453515661
0.004575260353802663,0.08650117982523663
0.010090279176981558,0.1541240124417647
0.007531068514062375,0.13349971776274858
0.016317186709083942,0.18770137671313492
0.007662166721786945,0.11566031477388804
0.007073106655584141,0.10202058006301773
0.004247404630556744,0.07788789698638719
0.006470960712451341,0.10314089551246189
0.010484895802431112,0.12880148950124629
0.0049228648979122895,0.08832657887059155
0.0057461803029213,0.10343975603096321
0.006715207671788776,0.11705641891793475
0.008407001965388105,0.14125902675754357
0.01598366471760269,0.20720030173998222
0.010072385238235414,0.15020298476870644
0.0078045204255555835,0.11397849959369646
0.010780672942847937,0.12698140565375524
0.011749477036576151,0.1343169715975933
0.007288601000723066,0.08572380958892932
0.006766438081213942,0.08993068051554202
0.0051567584316979265,0.07802509001323876
0.010398782015427639,0.11202604770672007
0.004092396157723523,0.070671965006064
0.006513232532087009,0.1067631796413681
0.006435651284550834,0.10739057929535703
0.004867077789894071,0.08528978332219511
0.006626600055265338,0.10083962661345636
0.008743648782511644,0.12023322964932766
0.0077868371408629095,0.10372410074486772
0.009602961586360226,0.14096316323966543
0.012307778933951307,0.14081305715190254
0.010721581053618227,0.15954091293018624
0.005728939955800836,0.1040895875338757
0.010835773812960194,0.16753869356383555
0.006427495790177894,0.1103956019260351
0.004689195099716909,0.0858623003044867
0.008265148383480374,0.11947802198952975
0.008799116235649338,0.11994346697669127
0.005655080097126443,0.0957099104727686
0.017528418848687163,0.18583920894002956
0.01912950262623294,0.21169488026230765
0.03326271830584478,0.3125246042681111
0.006989137330278795,0.12752366612855084
0.0066803010878425835,0.08895233415425922
0.006194754133035895,0.07878101630273127
0.007087992458885838,0.08269911466069779
0.006307242474066244,0.07505567064661937
0.00295042635370695,0.0522132145808046
0.004485905491804737,0.07742031311494237
0.00660833564763276,0.1097309742790953
0.008621663158306814,0.14953311548407658
0.006452468161099472,0.10707620844635027
0.009379553053287621,0.1518125811753259
0.019346137522958627,0.22884712224566034
0.007347671423540599,0.11676745025592944
0.005548481064951334,0.09435502412435778
0.005639542684195773,0.09739658596809224
0.009334421338222014,0.13155198842530472
0.006447132040157101,0.09862930314176242
0.010895624923718534,0.14443081482507328
0.011811212932337898,0.17911987155729936
0.011848945517745374,0.181536369258939
0.009506472183699715,0.15394353528612206
0.01889063238161138,0.21982557384201268
0.004637552591736353,0.08026003859066143
0.007487836870491055,0.11126084068890439
0.008501981383111906,0.1142154156917537
0.004902786186487093,0.07206597765917859
0.005749619536605387,0.07368487917440357
0.006159013324549798,0.0806919441301632
0.0056506321570787945,0.08110152199208098
0.0065480591237986625,0.09224521763379392
0.004938590509939061,0.08576668598167325
0.009928169229890161,0.16293811295540597
0.00957321826649015,0.13078121107217267
0.0059826824882511535,0.09766749140593226
0.006967876960658905,0.09225513945122772
0.00440747052157739,0.08760850464682754
0.006884132975886928,0.10277026582236555
0.004549944715428343,0.08737260120624464
0.006498444417531572,0.11171758006358473
0.011518912645670587,0.14770684945149148
0.009344623591408386,0.16165940046417387
0.011831915618635948,0.18158711154730317
0.007375917334701581,0.11873546417135268
0.007919583024044958,0.10801231422620736
0.009023604875172425,0.11606305833308649
0.009982409774902513,0.12775606517057234
0.007789907987605121,0.11246107883217273
0.008466008831162023,0.12452857910037918
0.004751178436593954,0.09549042319669153
0.008056115950693199,0.1079141446630951
0.0061708175654732345,0.09190873555989752
0.005190959481702784,0.0752810672628933
0.006420415718191355,0.0846502146251877
0.008032873897981501,0.09191294405417229
0.00554081377566915,0.0834723046447607
0.006515161847084518,0.10736446182369189
0.00678086857332664,0.10497587983626946
0.00452621444071458,0.08522132909020294
0.01677919585719413,0.19264214087326095
0.020274302668652246,0.23252737072693072
0.0034735999217685868,0.07085590929300035
0.005514103362327921,0.09810428567279567
0.006541453184346696,0.10427424565424279
0.009483989447976498,0.1332668953978705
0.006805932336725086,0.10902283136352406
0.009574156506909758,0.12616643447472592
0.0053680246388858426,0.08122503010202939
0.015558361372050694,0.1573090165108199
0.011880309930802075,0.16663453639127176
0.006451007254498879,0.11934961295718909
0.009058185040528249,0.1643628421168983
0.019228825934810925,0.22359637702347857
0.010865182166188654,0.13737826834566721
0.004731778681423929,0.08790897454533847
0.004208142263934547,0.06395276696640743
0.006821182590019379,0.08132769499038343
0.005786362904939946,0.07868036914396134
0.007774701185026941,0.08841900228678005
0.005973017668670705,0.08562109724066244
0.007270623091101532,0.11674255620772782
0.008804651907710953,0.13984152518855805
0.015573697370520227,0.17933059985266891
0.005632287495009363,0.09123306887567922
0.008292959061127422,0.12352433541064446
0.005190500986133041,0.09550933558583509
0.009215891532965816,0.12355343073507642
0.0031210406282928768,0.059461405852923824
0.005078448121110672,0.09247339289752227
0.009994464060985404,0.1559257060081752
0.009899597070095705,0.15135629610509435
0.014432478216433122,0.18787686230568998
0.015317141767646892,0.1686146646124613
0.006032776473609468,0.1045463919376384
0.007288889978588657,0.11683173023968116
0.014036654466368483,0.16631266085985247
0.012660293086987308,0.14679157658894462
0.006965357112518629,0.09821427839801518
0.009103535137266524,0.1319545265905674
0.0074178518324931435,0.08532746193202587
0.00420673988052744,0.07268533884760388
0.006215367126858842,0.09225037760314786
0.006168330339949508,0.08235162182744073
0.004319039157773765,0.06539794789383568
0.00605012779648606,0.09410989333224655
0.005059853557999352,0.08348660395281822
0.009041539102391959,0.10921565002936301
0.004426038067876222,0.08161025700685669
0.006127770541263707,0.10500489054944041
0.01862960460061305,0.22295983329835892
0.010002475614244275,0.14914694058680614
0.01293508508807027,0.1975530608881089
0.008285464746285068,0.13337769354068577
0.009932287736546535,0.12877947873071668
0.0099983211745106,0.1290162352691021
0.008833114621314003,0.10072690208704971
0.003356505063466275,0.056937814483799865
0.004758892664021352,0.06690494277675767
0.005041963994464079,0.07356509266349785
0.007173255067043123,0.09298677290912861
0.005796969044530707,0.10158968458472982
0.003754587058451643,0.0758464967506214
0.009313038252316344,0.14889627392296662
0.00699671176635727,0.11325729235172803
0.008657457347372074,0.1201392852508904
0.010445002288945585,0.13181978412875725
0.007352490131917375,0.10220654648971154
0.005169934064507184,0.09066249666153012
0.007392176741700011,0.10798791092262985
0.005157806425829691,0.09829685655896914
0.00664604328408232,0.11242191597800384
0.012303074623321846,0.1833518737076787
0.007233434433254894,0.12573933430967255
0.008931167803907717,0.11331735356992385
0.007222100202822926,0.10206159961435311
0.008553700081493877,0.11941877352496688
0.008685334109928626,0.11448618249021021
0.01676357373975896,0.17159529399951798
0.009217321504351306,0.11836218218350571
0.011855791260038497,0.15173750418192006
0.005930552224253372,0.08077820633051985
0.01014055437541602,0.11466382486040849
0.004042212077458537,0.07258788544817603
0.004939581398295164,0.07054677777909533
0.0044853558702787856,0.06542209097844535
0.004607760676221929,0.07898222450167978
0.00549919366656917,0.09039411885305125
0.011882209530090226,0.1504751513386055
0.00429502496379059,0.07992620952162924
0.008058946219215992,0.12326408444439531
0.012893536018156796,0.19665481596706103
0.014758948574689785,0.1960127191669163
0.007592494723477856,0.13896263212844012
0.006458064481589523,0.10511076589888738
0.003227211959958861,0.06619484132887642
0.005697476378724095,0.10308950053371518
0.011337192889210661,0.1349602079267366
0.006565758974950676,0.11378889077810948
0.006601929111145457,0.1037174646508824
0.008696543294255097,0.12105684055268001
0.01788849825933386,0.2174698441566653
0.017981801748888634,0.22023315593655102
0.010612261781336176,0.16946175898983795
0.008349569150985269,0.12115488738106907
0.005282675926300659,0.06283755880043593
0.008770718621781809,0.09273779923595624
0.005227849255782165,0.0689584665694081
0.0035695257541833968,0.05815475015057204
0.004270887592928187,0.06897053218963109
0.0066474620570947315,0.10592094989167013
0.008491481294783968,0.13523295237191874
0.012121709146078954,0.1774723116192641
0.006703826137816998,0.11901927970597413
0.012682836073195721,0.15941792061995833
0.008318767914795931,0.10566957837749599
0.01670819753140553,0.1769586401354281
0.004342093920694556,0.0795412084366362
0.006399022535994586,0.09949644473165133
0.010039689131455113,0.13912080479077946
0.005361228788930654,0.09949339420424193
0.007040018968808773,0.12589397982319156
0.006832907234249275,0.11821850030501692
0.007987082169495839,0.14167218426439698
0.010028431272219696,0.1429396795304552
0.008432722021563135,0.10802848527289666
0.011078861605958073,0.1420985052074759
0.005615244818403249,0.09003511214841452
0.009806387647253457,0.12488099286921327
0.005310016316996491,0.07472510868496887
0.004392205394822443,0.07258048457643747
0.004742579887411323,0.07489795439949498
0.005463094391173375,0.08301520193767786
0.0045427862885644935,0.07294376846513084
0.006020594947027469,0.08971999124868
0.005478967418784492,0.08057240896097287
0.007030091928910559,0.11680215376149292
0.0054926288377721445,0.08123567288040638
0.01770733076190874,0.17130008016184492
0.010400007609027408,0.1430511603150474
0.012336709161527912,0.15378773825806769
0.00514802155712168,0.0991372676541322
0.007512882947426318,0.1222426056663037
0.02058303073344932,0.2450362430467507
0.009556038735520444,0.13484662300583997
0.005846939322833405,0.0841637105857319
0.0040175337719075615,0.07528079047908653
0.00502426201160366,0.07822252032556101
0.008606817313127953,0.1288730809415323
0.0069313425785052655,0.11509380301490447
0.010175636098149834,0.13183749823178575
0.013359940223374086,0.17776080929679478
0.013452303946879218,0.1793605515363211
0.009944103782110301,0.11500635544572928
0.007134942006044289,0.11204546632683615
0.004686073922817229,0.06242090011378584
0.007887026180867599,0.08780568167954364
0.006961927255879501,0.07906228198415455
0.006912351383514831,0.08766173778064008
0.0030624338549969103,0.06386577332457223
0.005545574608100041,0.09398536842056107
0.011329102863578348,0.1557870686906931
0.007424125723137049,0.12835793804486886
0.01092931075545449,0.1893278936641992
0.008487161740995416,0.12058100838661599
0.008796790833595426,0.11010533253495551
0.005456803673351642,0.08507908855044834
0.006590934089686868,0.09403117035848667
0.010209470273918941,0.1337687674970554
0.0056316489960670044,0.1108058503088101
0.008684478395272387,0.12083900706358054
0.005406867802378702,0.10847197879865723
0.00671983849774139,0.11759957258283113
0.009224211059339483,0.14981373719855046
0.008693317291307796,0.13422408875537348
0.007436760672053754,0.1005112551364434
0.010813700875960805,0.12741838990417798
0.007429843095987094,0.109516763830158
0.00619122698859385,0.07677154467468585
0.007471258439115087,0.08782031164173347
0.008977214936086483,0.09386759217247029
0.007203882149724527,0.10154528384793411
0.005662786072233409,0.08348608546220682
0.008331127234539347,0.13804001050609538
0.004556942725173254,0.07960486178659007
0.007766499544036724,0.10718873605686163
0.005177797650097117,0.09725947451315622
0.00366742312328222,0.07156564727667258
0.012784802478413761,0.14380678924354348
0.014949144307749193,0.167519564426842
0.008037019869959095,0.13204015549817774
0.010778526983908222,0.15709283736926608
0.01364658663451121,0.1856207532225212
0.01726561332165198,0.1909977425315424
0.021016320339433646,0.1961054874946352
0.006650998755670068,0.09401507448031617
0.010493093002467,0.13761857192719387
0.004388234901818987,0.08488072813729997
0.004967971337959519,0.08456134967301941
0.017740572668381298,0.1960893429039605
0.006085618976255393,0.10365136099203798
0.012945286488025632,0.19237134156649144
0.014750569094923761,0.18261791555790646
0.0069752481735770346,0.09276911735168454
