parameter_index,attack_params,norm_linf,norm_l2,norm_l0,clip,pct_change_linf,pct_change_l2,pct_change_l0,accuracy,precision,recall,f1
0,{'eps': 0.0076},0.00768035,0.045359746,36.980335,0.2825711035267349,0.8520399126039262,3.4974716975166174,205.44630686442056,0.7932715748415408,0.7572825786226538,0.7932715748415408,0.7658685569113675
1,{'eps': 0.0255},0.025576776,0.15091823,36.980335,0.29607346010076385,2.8374271933574486,11.636578474578732,205.44630686442056,0.7544287339509183,0.7260250078935229,0.7544287339509183,0.7305505216897296
2,{'eps': 0.0514},0.05147257,0.30138978,36.980335,0.3165512758004226,5.710245597712904,23.238715819223685,205.44630686442056,0.6570778482041281,0.6527348310757304,0.6570778482041281,0.6425662851195224
