parameter_index,attack_params,norm_linf,norm_l2,norm_l0,clip,pct_change_linf,pct_change_l2,pct_change_l0,accuracy,precision,recall,f1
0,{'eps': 0.0076},0.00768035,0.045927163,37.663742,0.2677035592393954,0.8520399126039262,3.54122253740406,209.24301147460938,0.7970095888184625,0.7676336720978735,0.7970095888184625,0.7802568541435183
1,{'eps': 0.0255},0.025576776,0.1527305,37.663742,0.2829936616284739,2.8374271933574486,11.776313455277178,209.24301147460938,0.7168860718348773,0.6916840151646052,0.7168860718348773,0.7009900846985351
2,{'eps': 0.0514},0.05147257,0.30472088,37.663742,0.305694783032667,5.710245597712904,23.49556052272572,209.24301147460938,0.5450999512432959,0.5548565481560146,0.5450999512432959,0.5392348807547962
