parameter_index,attack_params,norm_linf,norm_l2,norm_l0,clip,pct_change_linf,pct_change_l2,pct_change_l0,accuracy,precision,recall,f1
0,{'eps': 0.002},0.029670324,0.14906855,2236.416,0.12879691912708602,3.780127426219102,2.939178817056784,91.73158390586546,0.9473684210526315,0.948911057883575,0.9473684210526315,0.9459242250010824
1,{'eps': 0.0102},0.037229773,0.51108414,2236.416,0.17764826700898587,4.74323380680979,10.077026196367077,91.73158390586546,0.7971758664955071,0.8390092599482415,0.7971758664955071,0.8122571165997032
2,{'eps': 0.0222},0.048334338,1.0274653,2236.416,0.22741874197689346,6.158003355435854,20.258494414026554,91.73158390586546,0.6495507060333762,0.7074796348778888,0.6495507060333762,0.668896819909833
