parameter_index,attack_params,norm_linf,norm_l2,norm_l0,clip,pct_change_linf,pct_change_l2,pct_change_l0,accuracy,precision,recall,f1
0,"{'theta': 0.0048, 'gamma': 0.1}",0.032226216,0.13206284,248.24776,0.19602413350449294,4.1057590878159615,2.6038778557436038,10.18243465783461,0.9563543003851092,0.9571936299921598,0.9563543003851092,0.9535449087069945
1,"{'theta': 0.0294, 'gamma': 0.1}",0.05485655,0.5009543,242.84082,0.19632913992297818,6.988961351888444,9.87729596163472,9.960657108798195,0.9075738125802311,0.9211611925588361,0.9075738125802311,0.9097402640149752
2,"{'theta': 0.0722, 'gamma': 0.1}",0.09472547,1.0794891,216.11168,0.1982808729139923,12.068433584946725,21.28424504272357,8.864301848939641,0.6213093709884467,0.647814873328376,0.6213093709884467,0.6119441959186921
