parameter_index,attack_params,norm_linf,norm_l2,norm_l0,clip,pct_change_linf,pct_change_l2,pct_change_l0,accuracy,precision,recall,f1
0,{'eps': 0.0001},0.00046547566,0.0015444605,114.63025,0.2613716454323665,0.04654756630770862,0.03363720140186529,166.1307956861413,0.9915966386554622,0.9917081876998588,0.9915966386554622,0.9915771460494102
1,{'eps': 0.001},0.0013604191,0.011142118,114.63025,0.26190174994729076,0.13604190899059176,0.2426670379404112,166.1307956861413,0.9915966386554622,0.9917081876998588,0.9915966386554622,0.9915771460494102
2,{'eps': 0.0022},0.0025556039,0.02392201,114.63025,0.26469082256558535,0.25556038599461317,0.5210035660946798,166.1307956861413,0.9915966386554622,0.9917081876998588,0.9915966386554622,0.9915771460494102
3,{'eps': 0.0094},0.009735218,0.100358546,114.63025,0.2712689376825999,0.9735218249261379,2.1857344581429303,166.1307956861413,0.9915966386554622,0.9917081876998588,0.9915966386554622,0.9915771460494102
4,{'eps': 0.01},0.010333533,0.10671432,114.63025,0.2716785638986777,1.0333533398807049,2.324158560704263,166.1307956861413,0.9915966386554622,0.9917081876998588,0.9915966386554622,0.9915771460494102
5,{'eps': 0.0129},0.013225407,0.13738906,114.63025,0.2742206560043372,1.3225407339632511,2.9922315898659964,166.1307956861413,0.9915966386554622,0.9917081876998588,0.9915966386554622,0.9915771460494102
6,{'eps': 0.0147},0.015020367,0.15638712,114.63025,0.2762266196801301,1.502036675810814,3.4059951287375405,166.1307956861413,0.9915966386554622,0.9917081876998588,0.9915966386554622,0.9915771460494102
7,{'eps': 0.0189},0.019208604,0.20059595,114.63025,0.2822987259419897,1.9208604469895363,4.368830436947237,166.1307956861413,0.9915966386554622,0.9917081876998588,0.9915966386554622,0.9915771460494102
8,{'eps': 0.0196},0.01990664,0.20793107,114.63025,0.28308785879943377,1.990664005279541,4.528584032444897,166.1307956861413,0.9915966386554622,0.9917081876998588,0.9915966386554622,0.9915771460494102
9,{'eps': 0.0297},0.02997941,0.31314167,114.63025,0.29412969488870816,2.9979409649968147,6.819992671193626,166.1307956861413,0.9915966386554622,0.9917081876998588,0.9915966386554622,0.9915771460494102
10,{'eps': 0.03},0.030278841,0.3162531,114.63025,0.29420800578295836,3.027884103357792,6.887757128736294,166.1307956861413,0.9915966386554622,0.9917081876998588,0.9915966386554622,0.9915771460494102
11,{'eps': 0.0438},0.044053078,0.45936736,114.63025,0.2979850004517936,4.405307769775391,10.004679422618418,166.1307956861413,0.9906629318394025,0.9907432744934007,0.9906629318394025,0.9906437595011574
12,{'eps': 0.0497},0.049942072,0.5205342,114.63025,0.2992018312701425,4.994207248091698,11.336847965225504,166.1307956861413,0.9878618113912232,0.9878771127403191,0.9878618113912232,0.9878464273654837
13,{'eps': 0.05},0.0502415,0.5236434,114.63025,0.2992982139092196,5.024150013923645,11.404563093265162,166.1307956861413,0.9878618113912232,0.9878771127403191,0.9878618113912232,0.9878464273654837
14,{'eps': 0.075},0.0751995,0.78230184,114.63025,0.3046956416975392,7.519949972629547,17.037952094509926,166.1307956861413,0.8748832866479925,0.8985446263148041,0.8748832866479925,0.8768254578519862
15,{'eps': 0.0882},0.08838719,0.91843796,114.63025,0.3076172404445649,8.838719129562378,20.00289538219772,166.1307956861413,0.7759103641456583,0.8461272471222949,0.7759103641456583,0.7780016116035456
16,{'eps': 0.0998},0.09997632,1.0377592,114.63025,0.3103099304237824,9.99763235449791,22.60162293026387,166.1307956861413,0.6909430438842203,0.8119795175454148,0.6909430438842203,0.6874408857369158
17,{'eps': 0.1},0.10017615,1.039814,114.63025,0.31040028914791723,10.01761481165886,22.646375174652402,166.1307956861413,0.6900093370681606,0.8116364413750853,0.6900093370681606,0.6864010551932597
18,{'eps': 0.1015},0.10167475,1.055221,114.63025,0.3107316044697449,10.167475044727325,22.98192743557411,166.1307956861413,0.6750700280112045,0.8062133801715349,0.6750700280112045,0.6696048988695482
19,{'eps': 0.155},0.1551248,1.5999595,114.63025,0.3263335441703563,15.512479841709137,34.84592734584634,166.1307956861413,0.41083099906629317,0.6427640880085898,0.41083099906629317,0.29417770805079485
20,{'eps': 0.1999},0.19998288,2.0510087,114.63025,0.33691153880907204,19.99828815460205,44.669443519588384,166.1307956861413,0.36694677871148457,0.3028186659895097,0.36694677871148457,0.20940363445848575
21,{'eps': 0.2},0.20008281,2.0520098,114.63025,0.3372789976205536,20.008280873298645,44.691247159918774,166.1307956861413,0.36694677871148457,0.3028186659895097,0.36694677871148457,0.20940363445848575
22,{'eps': 0.5},0.5,4.9437084,114.63025,0.4077648263606518,50.0,107.67029115622746,166.1307956861413,0.0028011204481792717,0.0016756702681072428,0.0028011204481792717,0.0020969281567375553
23,{'eps': 1},1.0,9.1834955,114.63025,0.9999518086804614,100.0,200.00969973806554,166.1307956861413,0.0,0.0,0.0,0.0
