parameter_index,attack_params,norm_linf,norm_l2,norm_l0,clip,pct_change_linf,pct_change_l2,pct_change_l0,accuracy,precision,recall,f1
0,"{'c': 0.001, 'kappa': 0}",2.504397e-10,6.60607e-10,0.1904762,0.6428420830697871,2.5043969675841993e-08,1.4387529248775896e-08,0.27605245510737103,0.9915966386554622,0.9917081876998588,0.9915966386554622,0.9915771460494102
1,"{'c': 0.01, 'kappa': 0}",2.504397e-10,6.60607e-10,0.1904762,0.6428420830697871,2.5043969675841993e-08,1.4387529248775896e-08,0.27605245510737103,0.9915966386554622,0.9917081876998588,0.9915966386554622,0.9915771460494102
2,"{'c': 0.05, 'kappa': 0}",2.504397e-10,6.60607e-10,0.1904762,0.6428420830697871,2.5043969675841993e-08,1.4387529248775896e-08,0.27605245510737103,0.9915966386554622,0.9917081876998588,0.9915966386554622,0.9915771460494102
3,"{'c': 0.1, 'kappa': 0}",2.504397e-10,6.60607e-10,0.1904762,0.6428420830697871,2.5043969675841993e-08,1.4387529248775896e-08,0.27605245510737103,0.9915966386554622,0.9917081876998588,0.9915966386554622,0.9915771460494102
4,"{'c': 0.5, 'kappa': 0}",2.504397e-10,6.60607e-10,0.1904762,0.6428420830697871,2.5043969675841993e-08,1.4387529248775896e-08,0.27605245510737103,0.9915966386554622,0.9917081876998588,0.9915966386554622,0.9915771460494102
5,"{'c': 1, 'kappa': 0}",0.00028544024,0.0011417647,0.30345473,0.6428420830697871,0.028544024098664522,0.02486678543371953,0.4397894593252652,0.9897292250233427,0.9897831486725466,0.9897292250233427,0.9897108481673772
6,"{'c': 2.3086, 'kappa': 0}",0.009437504,0.03447254,2.576097,0.6428481069847294,0.9437504224479198,0.7507862733336338,3.733473929806032,0.9514472455648926,0.9541282177828149,0.9514472455648926,0.9517992329514496
7,"{'c': 4.7579, 'kappa': 0}",0.03326741,0.120361246,7.850607,0.6428481069847294,3.326740860939026,2.621378390157113,11.377691185992697,0.8627450980392157,0.8920405450315719,0.8627450980392157,0.8649112489817322
8,"{'c': 5.6583, 'kappa': 0}",0.037544176,0.13464136,8.621849,0.6428481069847294,3.754417598247528,2.932388736527074,12.495433420374773,0.8496732026143791,0.8846272649360438,0.8496732026143791,0.8520286653805174
9,"{'c': 6.4897, 'kappa': 0}",0.04537879,0.1621255,10.114846,0.6428782265594409,4.537878930568695,3.5309727227580154,14.659197434135105,0.8244631185807656,0.8712727996589837,0.8244631185807656,0.8270075294048309
10,"{'c': 10, 'kappa': 0}",0.068211414,0.23901154,13.731092,0.6428782265594409,6.821141391992569,5.205493533369488,19.90013398985932,0.7600373482726424,0.8404521172057764,0.7600373482726424,0.7615259386413504
11,"{'c': 32.6387, 'kappa': 0}",0.14220595,0.4881808,22.402428,0.6431191831571338,14.220595359802246,10.632214310000721,32.467286483101226,0.6050420168067226,0.7043329923528533,0.6050420168067226,0.6012818418282831
12,"{'c': 37.284, 'kappa': 0}",0.14650965,0.50239813,22.825397,0.6431372549019608,14.650964736938477,10.941857547611278,33.08028621950011,0.5975723622782446,0.6965143254560011,0.5975723622782446,0.5935010035707802
13,"{'c': 100, 'kappa': 0}",0.19607915,0.7135638,27.86181,0.6434986897985,19.607914984226227,15.540888653861213,40.379435774208844,0.5060690943043884,0.5871712507677602,0.5060690943043884,0.5007737787691997
14,"{'c': 639.2624, 'kappa': 0}",0.24920994,1.026079,33.754436,0.6437998855456161,24.92099404335022,22.347238472110554,48.91947317814481,0.39869281045751637,0.4534779165833346,0.39869281045751637,0.39678435147522834
15,"{'c': 1000, 'kappa': 0}",0.25538898,1.0552659,34.334267,0.6438179572904431,25.53889751434326,22.982906236765412,49.759806757387906,0.388422035480859,0.4409622526814413,0.388422035480859,0.3872489766296859
